sample pack,message order,message,random,patterns,single characteres,onomatopaic,phatic,metalinguistics,someone,political,comic,statements,html/command,emoticons,senseless,slogans,questions,bully,demanding,egoic,complaint,love,humour,musical,support
3,1202,Aa,,x,,,,,,,,,,,x,,,,,,,,,,
3,1203,MANO,,,,,x,,,,,,,,,,,,,,,,,,
3,1204,9,,,x,,,,,,,,,,x,,,,,,,,,,
3,1205,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1206,"Festival Bigorna ate as 20h na Praca Jose Molina, vem!!!! #gratis",,,,,,x,,,,,,,,,,,,,,,,,x
3,1207,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1208,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1209,0,,,x,,,,,,,,,,x,,,,,,,,,,
3,1210,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1211,0,,,x,,,,,,,,,,x,,,,,,,,,,
3,1212,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1213,MANO,,,,,x,,,,,,,,,,,,,,,,,,
3,1214,0,,,x,,,,,,,,,,x,,,,,,,,,,
3,1215,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1216,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1217,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1218,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1219,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1220,8,,,x,,,,,,,,,,x,,,,,,,,,,
3,1221,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1222,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1223,7,,,x,,,,,,,,,,x,,,,,,,,,,
3,1224,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1225,MNAOM,x,,,,,,,,,,,,x,,,,,,,,,,
3,1226,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,1227,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1228,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1229,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1230,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1231,5,,,x,,,,,,,,,,x,,,,,,,,,,
3,1232,4,,,x,,,,,,,,,,x,,,,,,,,,,
3,1233,Dififjcuyducydjcudhxjcusj,x,,,,,,,,,,,,x,,,,,,,,,,
3,1234,Maestro estrelaaaaa,,,,,,,x,,,,,,,,,,,,,,,,x
3,1235,MANOM,,,,,x,,,,,,,,,,,,,,,,,,
3,1236,444,,x,,,,,,,,,,,x,,,,,,,,,,
3,1237,MANOM,,,,,x,,,,,,,,,,,,,,,,,,
3,1238,Huahuahu ok de boa vontade do meu coração está sendo muito obrigado pelo comentário de novo e não se pode dizer que o metrô e a sua conta do comprador e a sua conta no Twitter e Facebook é um pouco de muay de novo o meu coração e a gente faz janta o cara,,,,,,,,,,x,,,x,,,,,,,,,,
3,1239,Bbbbb,,x,,,,,,,,,,,x,,,,,,,,,,
3,1240,P mojomonpninobbuv Ivo Ivo h u h yc,x,,,,,,,,,,,,x,,,,,,,,,,
3,1241,Uuuiu,,,,x,,,,,,,,,,,,,,,,,,,
3,1242,Baoaoaoaoa,,,,x,,,,,,,,,,,,,,,,,,,
3,1243,Jdjjdjjsjs,,x,,,,,,,,,,,x,,,,,,,,,,
3,1244,Uuuiuu,,,,x,,,,,,,,,,,,,,,,,,,
3,1245,Gaha,,,,,,,,,x,,,,,,,,,,,,,,
3,1246,Uh h h h h g h Jcjcdjxjxj h h h h b n h n u jcu hxuxu,x,,,,,,,,,,,,x,,,,,,,,,,
3,1247,JOHNYY IN LOVE,,,,,,,x,,,,,,,,,,,,,x,,,
3,1248,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1249,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1250,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1251,Fora temer,,,,,,,,x,,,,,,,,,,,,,,,
3,1252,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1253,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1254,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1255,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1256,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1257,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1258,Aa,,x,,,,,,,,,,,x,,,,,,,,,,
3,1259,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1260,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1261,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1262,Seloko,,,,,,x,,,,,,,,,,,,,,,,,x
3,1263,JOHNNY QUER A BIANCA,,,,,,,x,,,,,,,,,,,,,x,,,
3,1264,$,,,x,,,,,,,,,,x,,,,,,,,,,
3,1265,Ssss,,,,x,,,,,,,,,,,,,,,,,,,
3,1266,💰💰💰,,,,,,,,,,,,x,,,,,,,,,,,
3,1267,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1268,Zzzzzz,,,,x,,,,,,,,,,,,,,,,,,,
3,1269,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1270,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1271,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1272,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1273,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1274,"Vem, tem instalacao 'Bigorna'!",,,,,,x,,,,,,,,,,,,,,,,,x
3,1275,Chxh hxhcu,,,,x,,,,,,,,,,,,,,,,,,,
3,1276,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1277,JOHNNY TA APAIXO NADO,,,,,,,x,,,,,,,,,,,,,x,,,
3,1278,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1279,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1280,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1281,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1282,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1283,$$$$,,x,,,,,,,,,,,x,,,,,,,,,,
3,1284,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1285,Maestro restart,,,,,,,x,,,,,,,,,x,,,,,,,
3,1286,K,,,x,,,,,,,,,,x,,,,,,,,,,
3,1287,Viciei Jcucu tudo uxycycufiv,x,,,,,,,,,,,,x,,,,,,,,,,
3,1288,K,,,x,,,,,,,,,,x,,,,,,,,,,
3,1289,K,,,x,,,,,,,,,,x,,,,,,,,,,
3,1290,K,,,x,,,,,,,,,,x,,,,,,,,,,
3,1291,Eeeee,,,,,x,,,,,,,,,,,,,,,,,,
3,1292,J,,,x,,,,,,,,,,x,,,,,,,,,,
3,1293,I,,,x,,,,,,,,,,x,,,,,,,,,,
3,1294,Xxxxx,,x,,,,,,,,,,,x,,,,,,,,,,
3,1295,STJ mantém a minha versão de violão e o outro é um pouco da minha casa,,,,,,,,,,x,,,x,x,,,,,,,,,
3,1296,H,,,x,,,,,,,,,,x,,,,,,,,,,
3,1297,Bicicicovifufuc,x,,,,,,,,,,,,x,,,,,,,,,,
3,1298,JOHNNY JOHNNY...,,,,,,,x,,,,,,,,,,,x,,,,,
3,1299,Eba,,,,,x,,,,,,,,,,,,,,,,,,
3,1300,Jucucufifici,x,,,,,,,,,,,,x,,,,,,,,,,
3,1301,Eba,,,,,x,,,,,,,,,,,,,,,,,,
3,1302,Ijhhhhhjj,x,,,,,,,,,,,,x,,,,,,,,,,
3,1303,Maestro alok,,,,,,,x,,,,,,,,,x,,,,,,,
3,1304,Gggbg,,x,,,,,,,,,,,x,,,,,,,,,,
3,1305,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1306,Ebs,x,,,,,,,,,,,,x,,,,,,,,,,
3,1307,Paara DE OLHA,,,,,,,,,,x,,,,,,,x,,,,,,
3,1308,ROCK,,,,,,x,,,,,,,,,,,,,,,,x,
3,1309,BOOM,,,,x,,,,,,,,,,,,,,,,,,,
3,1310,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1311,Estrela da vida do Ricca = maestro,,,,,,,x,,,,,,,,,x,,,,,,,
3,1312,H,,,x,,,,,,,,,,x,,,,,,,,,,
3,1313,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1314,Quero fazer xixi,,,,,,,,,,x,,,,,,,,x,,,x,,
3,1315,G gmg,x,,,,,,,,,,,,x,,,,,,,,,,
3,1316,H,,,x,,,,,,,,,,x,,,,,,,,,,
3,1317,Bolsonaro precisa morrer!,,,,,,,,x,,,,,,,,,,,,,,,
3,1318,NOIM,,,,,x,,,,,,,,,,,,,,,,,,
3,1319,NOMMMGF,x,,,,,,,,,,,,x,,,,,,,,,,
3,1320,F,,,x,,,,,,,,,,x,,,,,,,,,,
3,1321,DKS,x,,,,,,,,,,,,x,,,,,,,,,,
3,1322,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1323,SA,x,,,,,,,,,,,,x,,,,,,,,,,
3,1324,SA,x,,,,,,,,,,,,x,,,,,,,,,,
3,1325,SA,x,,,,,,,,,,,,x,,,,,,,,,,
3,1326,I will not only is this a lot to do the work job of a,,,,,,,,,,x,,,x,,,,,,,,,,
3,1327,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1328,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1329,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1330,Jesus salva,,,,,,,,,,x,,,,x,,,,,,,,,
3,1331,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1332,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1333,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1334,AA,x,,,,,,,,,,,,x,,,,,,,,,,
3,1335,OLHA LA,,,,,x,,,,,,,,,,,,,,,,,,
3,1336,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1337,Gmg ddufiriuyigocxkckviglvkvkvucj,x,,,,,,,,,,,,x,,,,,,,,,,
3,1338,JOHNNY NA LOCURA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1339,Nossssaaaaaa,,,,,x,,,,,,,,,,,,,,,,,,
3,1340,AAAHFIFI,,,,x,,,,,,,,,,,,,,,,,,,
3,1341,VIYOT,,,,,,,x,,,,,,,,,,,x,,,,,
3,1342,Aooooooo,,,,x,,,,,,,,,,,,,,,,,,,
3,1343,É idid Jcu j k j h h h h j rf j l tu j uh t G h h kg jcu,x,,,,,,,,,,,,x,,,,,,,,,,
3,1344,Quero fazer xixi,,,,,,,,,,x,,,,,,,x,,,,,,
3,1345,Howwwww,,,,,,x,,,,,,,,,,,,,,,,,x
3,1346,JOHNNY = ANA MARIA BRAGA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1347,Libertad,,,,,,,,,,x,,,,x,,,,,,,,,
3,1348,THIAGO BAFFI GAY,,,,,,,x,,,,,,,,,x,,,,,,,
3,1349,Curintia!!!,,,,,,,x,,,,,,,,,,,x,,,,,
3,1350,DEDOS FRENÉTICOS,,,,,,x,,,,,,,,,,,,,,,,,x
3,1351,Hj j j h h h G G h Big h,x,,,,,,,,,,,,x,,,,,,,,,,
3,1352,Aninhaaa,,,,,,,x,,,,,,,,,,,x,,,,,
3,1353,H h uxyssusysusyshxhzhsys,x,,,,,,,,,,,,x,,,,,,,,,,
3,1354,Caceta voadora,,,,,,,,,,x,,,,,,,,,x,,,,
3,1355,O carmen !! Deixa o Johny sentar no seu lugar!! 😝,,,,,,,x,,,,,,,,,,x,,,,,,
3,1356,Vicicysudystaydsudcjccj,x,,,,,,,,,,,,x,,,,,,,,,,
3,1357,Não é difícil encontrar por aqui tudo tranquilo que o que fazer o pagamento do valor de uma vez o meu nome de usuário cadastrado em anexo meu curriculum e não tem nada de novo o cara da,,,,,,,,,,x,,,x,,,,,,,,,,
3,1358,AV - GROOVE,,,,,,x,,,,,,,,,,,,,,,,x,
3,1359,Num fide,,,,,,,,,,x,,,,,,,,,,,x,,
3,1360,NuSom e Banda Aberta no Festival Bigorna! Eba,,,,,,,x,,,,,,,,,,,,,,,,x
3,1361,Num fide,,,,,,,,,,x,,,,,,,,,,,x,,
3,1362,Mquem falu do thiagao?!,,,,,,,x,,,,,,,,,x,,,,,,,
3,1363,JOHNNY QUER MUITO,,,,,,,x,,,,,,,,,x,,,,,,,
3,1364,COLOMBIANAAAA ESTÁ BRAVA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1365,BRUNO LINDO DANTAS,,,,,,,x,,,,,,,,,,,,,x,,,
3,1366,Uxyxusududkxtsucyxduxyfudkdyduakch@,x,,,,,,,,,,,,x,,,,,,,,,,
3,1367,Uuuuuu,,,,x,,,,,,,,,,,,,,,,,,,
3,1368,Vai se fudeee,,,,,,x,,,,,,,,,,,,,x,,,,
3,1369,JOHNNY PARA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1370,Banda aberta lokaaa,,,,,,x,,,,,,,,,,,,,,,,,x
3,1371,Vvvvv,,x,,,,,,,,,,,x,,,,,,,,,,
3,1372,Ificjdhx ohxifzjfrjfJfjdU,x,,,,,,,,,,,,x,,,,,,,,,,
3,1373,Ooooo,,,,x,,,,,,,,,,,,,,,,,,,
3,1374,VC TA QUERENDO,,,,,,,,,,x,,,,,,x,,,,,,,
3,1375,E NAO CHEGA,,,,,,x,,,,,,,,,,,,,,,,,x
3,1376,MANO,,,,,x,,,,,,,,,,,,,,,,,,
3,1377,VAI LOGO,,,,,,x,,,,,,,,,,,,,,,,,x
3,1378,Johnny fica a vontade,,,,,,,x,,,,,,,,,x,,,,,,,
3,1379,aveeeee gruveeeee,,,,x,,,,,,,,,,,,,,,,,,,
3,1380,hehshs,,,,x,,,,,,,,,,,,,,,,,,,
3,1381,Jhonny quer mto uma caceta,,,,,,,x,,,,,,,,,x,,,,,,,
3,1382,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1383,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1384,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1385,JOHNNY QUE LOCO,,,,,,,x,,,,,,,,,,,,,,,,x
3,1386,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1387,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1388,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1389,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1390,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1391,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1392,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1393,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1394,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1395,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1396,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1397,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1398,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1399,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1400,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1401,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1402,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1403,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1404,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1405,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1406,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1407,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1408,Jhony wants car. Im affraid od americans....,,,,,,,x,,,,,,,,,,,,,,x,,
3,1409,"A Briza ta boa mas todo mundo tem q trampar amanha -,-",,,,,,,,,,x,,,,,,,,,,,,,x
3,1410,ELA CURTIU,,,,,,x,,,,,,,,,,,,,,,,,x
3,1411,Llllppppbbbbbb,x,,,,,,,,,,,,x,,,,,,,,,,
3,1412,,,,,,,,,,,,,x,,,,,,,,,,,
3,1413,JOHNNY QUE MUITO A BIANCA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1414,Fodeuuu a brisa,,,,,,,,,,x,,,,,,,,,x,,,,
3,1415,MISSIONÁRIO MITO,,,,,,,x,,,,,,,,,,,,,,,,x
3,1416,Opa,,,,,x,,,,,,,,,,,,,,,,,,
3,1417,4616+6558)88)55>]>]>[¡]¡]>]>>^€^¥^]^^¦],x,,,,,,,,,,,,x,,,,,,,,,,
3,1418,ELA TER QUER TAMBEM,,,,,,,,,,x,,,,,,,,,,x,,,
3,1419,NO LOGIC,,,,,,x,,,,,,,,,,,,,,,,,x
3,1420,To de boaaaa,,,,,,,,,,x,,,,,,,,,,,,,x
3,1421,Tô de volta,,,,,,,,,,x,,,,,,,,x,,,,,
3,1422,Jhony diz: necessito uma caceta,,,,,,,x,,,,,,,,,x,,,,,,,
3,1423,Missionário faz uma palestra ai,,,,,,,x,,,,,,,,,,x,,,,,,
3,1424,JOHNNY SAI DAS BOLA DO SALATA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1425,JOHNNY PREFERE O SALATA DO QUE A BIANCA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1426,BIGORNA! BIGORNA!,,,,,,x,,,,,,,,,,,,,,,,,x
3,1427,54846%9)64.436,x,,,,,,,,,,,,x,,,,,,,,,,
3,1428,ALGUÉM QUER TC?,,,,,x,,,,,,,,,,,,,,,,,,
3,1429,Eu,,,,,,x,,,,,,,,,,,,x,,,,,
3,1430,O,,,x,,,,,,,,,,x,,,,,,,,,,
3,1431,$,,,x,,,,,,,,,,x,,,,,,,,,,
3,1432,tc de onde?,,,,,x,,,,,,,,,,,,,,,,,,
3,1433,Johnny entrou na sala,,,,,,,x,,,,,,,,,,,,,,x,,
3,1434,EEEEEEEE,,,,,x,,,,,,,,,,,,,,,,,,
3,1435,Hahahahahahahahhahahahahahah,,,,,,,,,x,,,,,,,,,,,,,,
3,1436,Do bigorna,,,,,,x,,,,,,,,,,,,,,,,,x
3,1437,Bruno E. Mito,,,,,,,x,,,,,,,,,,,x,,,,,
3,1438,E vc?,,,,,x,,,,,,,,,,,,,,,,,,
3,1439,Je curb zusnjfkgjd,x,,,,,,,,,,,,x,,,,,,,,,,
3,1440,Stef entrou na sala,,,,,,,x,,,,,,,,,,,,,,x,,
3,1441,JOHNNY TA NA LOCURA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1442,DA HORA,,,,,,x,,,,,,,,,,,,,,,,,x
3,1443,Ssssddrdreeeeeeee,x,,,,,,,,,,,,x,,,,,,,,,,
3,1444,Maestro diz todos: algum gay afim de papo?,,,,,,,x,,,,,,,,,,,,,,,,
3,1445,JOHNNY VAI AGORA É A HORA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1446,NO LOGIC,,,,,,x,,,,,,,,,,,,,,,,,x
3,1447,Vem que a Bigorna é legal!,,,,,,x,,,,,,,,,,,,,,,,,x
3,1448,CHEGA NELA,,,,,,,,,,x,,,,,,,,,,x,,,
3,1449,Qr tc?,,,,,x,,,,,,,,,,,,,,,,,,
3,1450,sai das bolas do salata,,,,,,,x,,,,,,,,,,,,x,,,,
3,1451,Jhony diz: puxa meu cabelo e me chama de vadia,,,,,,,x,,,,,,,,,x,,,,,,,
3,1452,VAAAAI JOHNNY,,,,,,,x,,,,,,,,,,,,,,,,x
3,1453,9dads?,x,,,,,,,,,,,,x,,,,,,,,,,
3,1454,MANO COLA,,,,,x,,,,,,,,,,,,,,,,,,
3,1455,BOLSOMITO,,,,,,,,x,,,,,,,,,,,,,,,
3,1456,TA NA SUA FRIM,,,,,,,x,,,,,,,,,,,,,x,,,
3,1457,FROM,,,,,,,,,,x,,,x,,,,,,,,,,
3,1458,Hahahahahahha,,,,,,,,,x,,,,,,,,,,,,,,
3,1459,Teclo da praça. E vc?,,,,,,,,,,x,,,,,x,,,,,,,,
3,1460,Nrjxjskenfvjs,x,,,,,,,,,,,,x,,,,,,,,,,
3,1461,Maestro peasado,,,,,,,x,,,,,,,,,,,,,,,,x
3,1462,OHOHOHOHHHH,,,,,,,,,x,,,,,,,,,,,,,,
3,1463,EU AMO O PT,,,,,,,,x,,,,,,,,,,,,,,,
3,1464,Eu tb,,,,,,x,,,,,,,,,,,,x,,,,,
3,1465,"Missionario, onde é o After em acarajé?",,,,,,,x,,,,,,,,x,,,,,,,,
3,1466,Hahahahahahhaahahaa,,,,,,,,,x,,,,,,,,,,,,,,
3,1467,Johnny foi banido,,,,,,,x,,,,,,,,,,,,,,x,,
3,1468,Oi Missionario,,,,,x,,,,,,,,,,,,,,,,,,
3,1469,Ptttt voltaaa,,,,,,x,,,,,,,,,,,x,,,,,,
3,1470,NO LOHIC,,,,,,x,,,,,,,,,,,,,,,,,x
3,1471,Beleza?,,,,,x,,,,,,,,,,,,,,,,,,
3,1472,Alguém afim de real?,,,,,x,,,,,,,,,,,,,,,,,,
3,1473,VAI JOHNN,,,,,,,x,,,,,,,,,,,,,,,,x
3,1474,3 por 4,,,,,,x,,,,,,,,,,,,,,,,x,
3,1475,NO LOGIC,,,,,,x,,,,,,,,,,,,,,,,,x
3,1476,Quero fazer xixi,,,,,,,,,,x,,,,,,,x,,,,,,
3,1477,Bruno quer bianca,,,,,,,x,,,,,,,,,,,,,x,,,
3,1478,Vem pro Festival Bigorna!!!,,,,,,x,,,,,,,,,,,,,,,,,x
3,1479,Não é mais um tempo que eu vá prai a ocorrência oposição a minha mãe tava pensando no Brasil em novembro e a sua,,,,,,,,,,x,,,x,,,,,,,,,,
3,1480,A moca que ta filmando de bone preto é muito gata!,,,,,,,,,,x,,,,,,,,,,x,,,
3,1481,Logic > ableton,,,,,,,,,,x,,,,,,,,,,,,x,
3,1482,Cadê a Bianca,,,,,,,x,,,,,,,,x,,,,,,,,
3,1483,Missionario chegou,,,,,,,x,,,,,,,,,,,,,,,,x
3,1484,Também quero a bianc,,,,,,,x,,,,,,,,,,,,,x,,,
3,1485,Festival sucessooll,,,,,,x,,,,,,,,,,,,,,,,,x
3,1486,JOHNNY NAO PARA DE PENSAR ENTR BIACA E SALATA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1487,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1488,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1489,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1490,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1491,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1492,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1493,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1494,Fora temer,,,,,,,,x,,,,,,,,,,,,,,,
3,1495,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1496,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1497,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1498,Maestro > estrela,,,,,,,x,,,,,,,,,,,,,,,,x
3,1499,Hdjdbejxufbsjxnagrig,x,,,,,,,,,,,,x,,,,,,,,,,
3,1500,a,,,x,,,,,,,,,,x,,,,,,,,,,
3,1501,ELE QUER OS  DOIS,,,,,,,x,,,,,,,,,,,,,,x,,
3,1502,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1503,EEE,,,,,x,,,,,,,,,,,,,,,,,,
3,1504,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1505,H$,x,,,,,,,,,,,,x,,,,,,,,,,
3,1506,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1507,NO LOGIC,,,,,,x,,,,,,,,,,,,,,,,,x
3,1508,JOHNNY AMA O SALATA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1509,Johnny quer pegar o marky,,,,,,,x,,,,,,,,,x,,,,,,,
3,1510,MUITO,,,,,,x,,,,,,,,,,,,,,,,,x
3,1511,"Ta gostoso, ta experimental, ta instrumental!",,,,,,x,,,,,,,,,,,,,,,,x,x
3,1512,ELE AMA,,,,,,,,,,x,,,,,,,,,,x,,,
3,1513,,,,,,,,,,,,,x,,,,,,,,,,,
3,1514,Salata é Deus,,,,,,,x,,,,,,,,,,,,,,,,x
3,1515,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1516,MUITO,,,,,,x,,,,,,,,,,,,,,,,,x
3,1517,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1518,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1519,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1520,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1521,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1522,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1523,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1524,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1525,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1526,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1527,Bruno quer os dois?,,,,,,,x,,,,,,,,x,,,,,,,,
3,1528,N,,,x,,,,,,,,,,x,,,,,,,,,,
3,1529,Missionario não me deu 10 😿,,,,,,,x,,,,,,,,,,,,x,,,,
3,1530,N,,,x,,,,,,,,,,x,,,,,,,,,,
3,1531,H,,,x,,,,,,,,,,x,,,,,,,,,,
3,1532,H,,,x,,,,,,,,,,x,,,,,,,,,,
3,1533,$$$$,,x,,,,,,,,,,,x,,,,,,,,,,
3,1534,H,,,x,,,,,,,,,,x,,,,,,,,,,
3,1535,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1536,H4,x,,,,,,,,,,,,x,,,,,,,,,,
3,1537,Z,,,x,,,,,,,,,,x,,,,,,,,,,
3,1538,3,,,x,,,,,,,,,,x,,,,,,,,,,
3,1539,$$$,,x,,,,,,,,,,,x,,,,,,,,,,
3,1540,W,,,x,,,,,,,,,,x,,,,,,,,,,
3,1541,Q,,,x,,,,,,,,,,x,,,,,,,,,,
3,1542,Johnny quer pegar o marky,,,,,,,x,,,,,,,,,x,,,,,,,
3,1543,W,,,x,,,,,,,,,,x,,,,,,,,,,
3,1544,"2046,9-046,9+.)6495",x,,,,,,,,,,,,x,,,,,,,,,,
3,1545,Eu amo o salata,,,,,,,x,,,,,,,,,,,,,,,,x
3,1546,Johnny ta querendo o salata,,,,,,,x,,,,,,,,,x,,,,,,,
3,1547,Bodeeee!!!,,,,,,x,,,,,,,,,,,,,x,,,,
3,1548,,,,,,,,,,,,,x,,,,,,,,,,,
3,1549,GORDINHO,,,,,,,x,,,,,,,,,x,,,,,,,
3,1550,JOHNNY COMENTA TODAS AS FOTOS DO SALATA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1551,Quero fqzer xixi,,,,,,,,,,x,,,,,,,,,x,,,,
3,1552,TODAS!!!,,,,,,,,,,x,,,,,,,,,,x,,,
3,1553,Tstststststststs,,,,x,,,,,,,,,,,,,,,,,,,
3,1554,Quero fazer xixi,,,,,,,,,,x,,,,,,,,,x,,,,
3,1555,House e prog house domina o mundo,,,,,,,,,,x,,,,,,,,,,,,x,
3,1556,ATE NO PERFIL,,,,,,,,,,x,,,,,,x,,,,,,,
3,1557,MANO,,,,,x,,,,,,,,,,,,,,,,,,
3,1558,"Vitor Kissil, nosso gZuis presente 🙏🙏🙏",,,,,,,x,,,,,,,,,,,,,,,,x
